fire_size;fire_size_class;fire_cause;state;discovery_year;discovery_month;distance_wstation_m;vegetation_type;Temp_pre_30;Temp_pre_15;Temp_pre_7;Temp_contained;Wind_pre_30;Wind_pre_15;Wind_pre_7;Wind_contained;Hum_pre_30;Hum_pre_15;Hum_pre_7;Hum_contained;Prec_pre_30;Prec_pre_15;Prec_pre_7;Prec_contained;remoteness
4;B;Miscellaneous;NC;2006;Jun;1077563685;16;2535744431;2622352941;2562674897;2528706811;1718053927;1.62E+16;1.38E+16;1548667325;7056506448;7102262443;7548559671;7520771513;18.1;4.9;4.6;58.5;0.120728165
14000;G;Lightning;MT;2006;Jun;5722925246;9;2168299492;2386693989;2426569767;192436751;271180203;2.73E+16;2626162791;2967466667;4882230869;390136612;4050581395;4.43E+16;28.6;3.3;3.3;16.6;0.027122389
1;B;Debris Burning;SC;2006;Jun;6806224224;12;2874526316;2940311111;2.94E+16;2843161765;2.43E+16;2.25E+16;2189320388;2574019608;6839417989;6880803571;7055339806;7572058824;12.7;3.3;3.3;80.2;0.124587511
60;C;Missing/Undefined;OK;2006;Jun;5.87E+15;16;2894627451;3065983827;2855406977;3093358974;2.95E+16;3029919137;3723255814;3298076923;5292026144;4922911051;5237790698;5266666667;2.1;0.3;0;8.2;0.254739343
3;B;Arson;NY;2005;Jun;1338968811;15;2309574468;2490024331;2505747126;2436363636;3609929078;3.19E+16;3.86E+16;327526738;7560600707;7439855072;7129559748;7327194245;57.5;7.6;0;0.3;0.051859549
8958.8;G;Lightning;AK;2005;Jun;4752109936;0;1536936937;1562849873;1607179487;1503053435;2.39E+16;1971755725;1888205128;1749427481;6979292267;7039005236;6652380952;7527362205;54.4;49;43.4;5.5;0.715655975
1;B;Smoking;TX;2005;Jun;7696577326;12;2.77E+16;2694713656;2774860335;2747295742;1983981693;1712995595;1679329609;1349367089;7535730858;7969457014;7516853933;7494785632;148.9;115.6;30.8;36.9;0.266466726
3;B;Missing/Undefined;HI;2005;Jun;6.84E+15;12;2023809524;2017171717;2055555556;1994660194;5110582011;5.19E+15;5.35E+16;3.70E+16;4401081081;405625;4284444444;5030541872;17.9;0.3;0;31;0.896121644
1;B;Miscellaneous;MN;2003;Jun;2.89E+16;15;1834465116;1880605381;1912146341;1990267215;2702209302;2.53E+16;2127317073;2660945529;7112210797;7072639225;6890659341;7446833931;139.2;87.8;0;124.5;0.234728564
168;D;Lightning;OR;2003;Jun;67517194;9;2231571595;2409099099;2401045455;2662906977;3.19E+16;2883333333;2694090909;296627907;3776275208;4064719626;5062254902;2610465116;25.4;24.4;24.4;0;0.490756493
168;D;Lightning;MD;2002;Jun;2625881419;0;2421597052;2467272727;2381737089;2498174905;2.34E+16;2.49E+16;2534741784;2506337136;6930148048;7204960836;7706532663;7184225352;48.3;45.5;42.5;5.7;0.07680653
40;C;Lightning;NM;2001;Jun;6.61E+15;16;2712746386;2714070352;2778531073;2462864721;4697240473;4554271357;4.43E+15;4548790323;4525666199;4970914127;4279532164;5355632582;2.3;2.3;0.5;72.7;0.336425141
1;B;Debris Burning;TX;2000;Jun;4069919194;12;2780613668;2827700831;272202381;2861512605;1647752809;1420334262;1565868263;1.98E+16;6844797688;6255182073;5977245509;6120862069;16.8;3;0;2.6;0.251505755
3;B;Arson;LA;2000;Jun;9596039588;12;2884225352;2930397727;2732738095;3036233951;2.25E+16;2078409091;2010714286;2.43E+16;6868633094;6342571429;6264285714;5947919656;38.7;0.8;0;34.6;0.243259374
2;B;Debris Burning;MO;1999;Jun;6452990705;0;2566373902;2701939058;2820858896;2628822733;2315809285;2076177285;1.81E+16;2472936401;693663739;6689473684;6582822086;5787686062;3.4;0.5;0.5;68.8;0.245584633
18120;G;Railroad;WA;1998;Jun;6.27E+16;15;2351780822;2556424581;2766081871;2819230769;3432328767;3.13E+16;2969005848;4261538462;4619172414;3848603352;3644444444;4280769231;19.6;5.6;5.6;0;0.123624821
172;D;Lightning;MT;1995;Jun;5737565885;9;1923636364;21240625;21.9;15.5;1.82E+16;191875;1716666667;3;7173076923;6442857143;43;72;43;9;0;0;0.35343475
64193;G;Lightning;ID;1995;Jun;6667972043;4;2329944367;2430389972;2517125749;2181111111;3.71E+16;3339215686;3217964072;5304166667;4.09E+16;3742134831;3281927711;3844444444;15;8;0;0;0.042500342
8600;G;Lightning;NV;1995;Jun;5706886779;14;2841933962;2959722222;3125813953;28.25;499245283;4601851852;468372093;7626666667;2097630332;1897222222;1202325581;1793333333;1.5;1.5;0;0;0.069872878
3643;F;Lightning;ID;1995;Jun;446385604;4;2054427481;2196973684;2294473684;2194166667;3.32E+16;3301315789;3763157895;4458333333;5851908397;5592105263;5505263158;5158333333;0.5;0.5;0;0;0.031705627
3;B;Equipment Use;SD;1994;Jun;7682936808;9;2442866242;2419541667;2402212389;2.67E+16;4.25E+15;36525;3412389381;4385344828;4684120172;4641422594;4515044248;4409782609;26;8;0;2;0.329644739
2;B;Lightning;MT;1994;Jun;5288251962;15;1990286104;2186630728;2358700565;2010769231;2734877384;2437735849;2.06E+16;1.9;4934877384;4920485175;4893785311;4746153846;29.4;12;0;0;0.42747183
0.75;B;Miscellaneous;WA;2015;Jun;1291168354;15;1950232342;1820203892;1653769841;1991627907;260478847;2.58E+16;2.30E+16;3030697674;5861227336;5956163114;6341865079;5586511628;5.9;4.8;4.8;0.5;0.514560771
1;B;Missing/Undefined;NV;2014;Jun;6850170607;15;2744635083;2720460358;2438604651;29732;3.45E+16;3412176166;2998224852;32375;2444836601;2710817942;3003680982;1491666667;1.3;1.3;1.3;0;0.475956022
2;B;Equipment Use;TX;2013;Jun;1829115044;12;2838709677;2765500468;2924609218;3004857676;3.50E+16;3523012161;4181162325;3727624825;5586395512;6.54E+15;6142685371;5.04E+15;53.2;52.9;0;13.2;0.275582334
4310.2;F;Lightning;AK;2013;Jun;345379962;0;1182256746;1378214286;1571041667;1228627288;2937040065;2829081633;2927083333;2517221298;8041192412;7880080483;7263541667;8123205965;77.6;21;1.5;86.9;0.694309549
6590.1;G;Lightning;AK;2013;Jun;2.76E+16;0;1182256746;1378214286;1571041667;122194113;2937040065;2829081633;2927083333;2488385044;8041192412;7880080483;7263541667;8056648936;77.6;21;1.5;86.9;0.696168804
5;B;Lightning;AK;2013;Jun;5626850701;0;1182256746;1378214286;1571041667;1976504065;2937040065;2829081633;2927083333;185203252;8041192412;7880080483;7263541667;673852459;77.6;21;1.5;0.5;0.871687832
25873;G;Lightning;ID;2012;Jun;6345928699;9;21425;2230113379;21.81;2125547786;2413833529;2678767123;2832323232;2.27E+16;4733059789;4833561644;4175252525;3841784038;42.6;42;0;22.8;0.053384506
5500;G;Lightning;MT;2012;Jun;8214734327;15;21425;2230113379;21.81;2125547786;2413833529;2678767123;2832323232;2.27E+16;4733059789;4833561644;4175252525;3841784038;42.6;42;0;22.8;0.049304778
15569;G;Lightning;ID;2012;Jun;6736006927;9;2123226704;2177827298;2135059524;2109134078;0.668706537;0.609749304;0.685119048;0.579608939;6688734353;6796100279;6029761905;5782681564;12.7;10.4;0;0;0.054340336
12000;G;Lightning;ID;2012;Jun;576577428;9;2123226704;2177827298;2135059524;2109134078;0.668706537;0.609749304;0.685119048;0.579608939;6688734353;6796100279;6029761905;5782681564;12.7;10.4;0;0;0.056376003
0.6;B;Debris Burning;NM;2011;Jun;3681860493;15;2233830303;2215289673;2219090909;22575;3284727273;2929471033;3.03E+16;2016666667;4307281553;4586363636;4885483871;49125;56.6;29.7;7.6;0;0.381421062
1.3;B;Lightning;WA;2010;Jun;6140542996;15;1039983333;1207332016;1409736842;1280801802;2786083333;2857114625;2848684211;2528018018;7395747266;7141935484;6808888889;7.09E+15;30.7;5.1;0;43.9;0.498232172
8395;G;Miscellaneous;OR;2009;Jun;4741180512;9;2129226804;2.26E+16;2357988506;2173286082;2153350515;2.09E+16;2293103448;1.89E+16;5420103093;5.43E+16;5362643678;5690850515;3.3;3.3;0;0.8;0.181919514
4.6;B;Lightning;UT;2009;Jun;3772917194;0;1849875931;1972035623;1953988764;1909594595;3437344913;3389821883;2.99E+16;4193243243;3674967575;3818575064;4669662921;4506756757;5.7;3.3;2.5;1;0.418428363
90;C;Lightning;UT;2009;Jun;5398595481;0;2676798603;2763006993;27.4;2479230769;3.60E+16;341381733;3.21E+16;3664835165;2943544601;272412178;3042051282;3895604396;6;2;0;0;0.386049227
209;D;Lightning;UT;2009;Jun;5.51E+16;0;2676798603;2763006993;27.4;2479230769;3.60E+16;341381733;3.21E+16;3664835165;2943544601;272412178;3042051282;3895604396;6;2;0;0;0.386118951
35;C;Miscellaneous;TX;2008;Jun;8.08E+15;12;2842911548;2837002342;2930918919;2729811321;3.32E+16;2942253521;3.23E+16;331302521;6287777778;65.64;59.75;7070273109;72;67.7;2;99.7;0.268368455
6241;G;Equipment Use;MT;2007;Jun;3.68E+16;15;252130884;2610269058;2610909091;2290964029;2773726852;2.97E+16;2.82E+16;2.46E+16;375871345;3987356322;3665482234;3017732558;3.8;2.2;0;0.6;0.042321837
24;C;Lightning;SD;2006;Jun;5248528574;15;2410214106;2449188544;2329162304;29625;4.23E+16;4529355609;3121465969;3.4;4597066327;4614975845;5666666667;3404166667;10.2;8.9;8.1;0;0.315206837
900;E;Lightning;SD;2006;Jun;1108421238;15;2410214106;2449188544;2329162304;2238663366;4.23E+16;4529355609;3121465969;4.46E+16;4597066327;4614975845;5666666667;5465530303;10.2;8.9;8.1;41.4;0.307957522
108;D;Lightning;SD;2006;Jun;1252836383;9;2490878605;2609446694;2492816092;2399675746;3.89E+16;3774493927;2888505747;4496226415;5813140162;5675712347;6169740634;6364566929;28.7;5.1;5.1;49.2;0.305845483
5;B;Debris Burning;TX;2006;Jun;2.39E+16;12;2834898374;2962592593;2794885496;3025923237;3.54E+16;38140625;4332950192;3.95E+16;6019938962;5885351563;6496168582;5793360996;10.7;3.3;1.8;59.4;0.25801974
8060;G;Lightning;SD;2006;Jun;1226793663;15;2530108225;2558842105;2481733333;2521666667;3992857143;3704631579;2767111111;4149462366;4612229437;4802526316;56.44;5188709677;26;22.4;16.8;3.6;0.158929209
2.6;B;Fireworks;WY;2006;Jun;1349497939;15;2105036765;2320025316;2345210526;1814729892;4217279412;4188607595;4315789474;3872509004;3810661765;3172151899;3328421053;4125516403;12.4;1.1;0.3;40.4;0.387712353
8000;G;Equipment Use;WA;2006;Jun;285066586;15;2551244926;2670361111;2968690476;2515208333;3.45E+16;3.28E+16;2.62E+16;706875;3881077348;3568611111;3405357143;3258333333;3.6;1;0;0;0.126668392
3383;F;Lightning;ID;2006;Jun;2124167663;15;1903671875;2051722222;2249047619;1744693878;1.81E+16;1865277778;1863690476;1973129252;5356846473;4821944444;4538690476;4474489796;9.2;0.3;0.3;0;0.065008562
88;C;Debris Burning;TX;2005;Jun;3330315011;12;2962700119;2839045553;2.85E+16;2.99E+16;3854360812;3788720174;3.46E+16;3.66E+16;645620438;7176339286;7190731707;6219898606;6.6;6.6;6.6;29.5;0.298054515
4030;F;Equipment Use;CA;2004;Jun;5075366193;15;1429279279;1506896552;14925;1472428571;2426605505;2054385965;2214285714;2461428571;8675961538;8858490566;8892307692;8720588235;2.4;2.1;0.3;2.8;0.188051927
6;B;Arson;MI;2004;Jun;2556399508;9;1701760746;1772196041;1717907445;1634863281;3366735751;3321981132;2970020121;3587890625;7194167105;7003173077;6519502075;7163157895;21.1;13.5;0;34.7;0.154068491
20;C;Lightning;FL;2004;Jun;1660025252;12;2738915663;2683668904;2710869565;2717172897;253686747;2329753915;2338586957;2666238318;8003443329;8154925373;8126797386;8252325581;143.8;113.5;35;172.9;0.126893071
2.8;B;Debris Burning;WA;2004;Jun;106173519;15;2093415638;2325833333;2310240964;2020242424;2877503429;2941666667;3.21E+16;2874060606;4985359116;4168820225;3680722892;5543866171;11.4;1.8;0;58.4;0.465625794
4848;F;Lightning;ID;2003;Jun;9079407444;9;2595874822;2754727794;2753703704;2760416667;4430014225;4187679083;439382716;4033333333;2904273504;3200287356;4080745342;2891666667;9.9;9.9;9.9;0;0.038086315
1.5;B;Lightning;OR;2002;Jun;6.98E+15;4;2426650602;2525582524;2583160622;2346181818;2408554217;2339563107;1.89E+16;1.50E+16;4541084337;4493932039;4303108808;4532727273;4;4;0;2.5;0.516238684
1;B;Children;SC;2002;Jun;7254557931;16;2872864322;2973394495;2856603774;2898917749;3429396985;3497706422;3.64E+16;3.55E+16;6045431472;5789351852;6.29E+15;5666299559;45.4;3;3;42.9;0.123962381
5;B;Lightning;SD;2002;Jun;3629203071;15;2588438202;2599602804;2387487923;2195444331;4770337079;4494392523;4309178744;4.52E+16;6301154734;6241217799;6623300971;7120428894;21.7;13.2;13.2;151.4;0.282635108
5207;G;Lightning;WY;2001;Jun;6589834986;15;232056338;2244692737;2233928571;2299159664;4391605302;4309482759;4392592593;5659459459;5.04E+16;4941449275;5099375;3530630631;13.5;8.6;1.3;0;0.088197349
4590;F;Debris Burning;WA;2001;Jun;5746375121;15;2274486111;2164583333;2332409639;2100297619;448875;4731388889;4586144578;4394047619;4385694444;44725;4463855422;4748809524;12.3;1.9;0.3;0;0.156230472
9929;G;Miscellaneous;WA;2001;Jun;3051127945;9;2395513748;2325144509;2382634731;2127659574;3279864636;3.59E+16;3117037037;5395744681;4540306122;44.85;4680740741;4585106383;1.8;0.5;0;0.3;0.126539321
20263;G;Missing/Undefined;TX;2001;Jun;989814699;16;320451505;3288745981;3292907801;3031658291;4378894472;4498713826;435248227;4093299832;4571768707;4490429043;4340425532;5335555556;0.5;0.5;0;5.3;0.404618121
3;B;Arson;LA;2000;Jun;72934288;12;2852454418;2854444444;2650595238;2731615599;1505196629;1.60E+16;1604761905;1098885794;6180394922;6109831461;6348502994;6915767045;25.9;25.6;20.6;63.8;0.207587343
1;B;Equipment Use;AR;2000;Jun;6.47E+16;16;264010327;2674380165;2318292683;2766165414;0.835283993;0.756198347;0.890243902;0.962349398;7206024096;6835211268;6559210526;6317838765;14.3;2.1;0.3;7.5;0.244487476
2;B;Arson;AL;2000;Jun;3368089595;16;2750426136;2762146893;2605521472;2697084548;1550568182;1.72E+16;1605521472;1276541353;6506174699;6388690476;6757615894;6719936709;19.6;18;13.7;26.2;0.180850621
1;B;Children;NY;1999;Jun;2184970623;9;2160166297;2186690821;2205863874;1896402235;3290465632;2695169082;2.82E+16;3036759777;7436966825;7035714286;7392777778;7399733333;50.1;6.1;4.3;41.9;0.079325535
1;B;Miscellaneous;MO;1999;Jun;3922426898;0;2524677419;2708418231;2921321839;2443987342;3482382134;3057640751;2951149425;3571392405;7451033592;705924933;6797701149;6895269382;70;5.1;0;21.9;0.228547145
1.9;B;Smoking;GA;1999;Jun;1594025393;12;2537911975;254478355;2814293478;2776152955;2.23E+16;202965368;2106521739;2070567787;8266954377;8192366412;7755617978;7320736698;127.2;13.7;5.8;95.6;0.14871988
40;C;Lightning;NV;1998;Jun;7328555079;15;292888724;2898393352;2658816568;3105833333;4591679049;4.33;3739880952;3479166667;33448737;3820833333;5253571429;2879166667;12.4;11;10.5;0;0.443742892
5;B;Lightning;CA;1997;Jun;2667008206;15;206635514;2271122995;2360115607;2194078062;2.58E+16;257540107;2541618497;274858681;4593146417;4170320856;3887861272;4335531629;30;18;0;35;0.518402912
8;B;Arson;SC;1997;Jun;44710919;16;2693103448;2.81E+16;2763448276;2636456212;2539756592;2546096654;2591724138;2.59E+16;7332484076;7155426357;7632624113;6807024793;156.2;118.3;70.6;62.8;0.120575019
11622;G;Lightning;ID;1995;Jun;253286326;9;2309277778;2389611111;2524404762;2935416667;3621944444;32925;3.41E+16;33125;4177638889;3953611111;3.32E+16;2229166667;45.8;16.4;0;0;0.065408198
1;B;Lightning;FL;1994;Jun;249695895;12;2755546012;2740294118;2657044335;2692827736;3.19E+16;2.16E+16;1.61E+16;3.54E+16;7544171779;7591666667;79408867;79.5;79.4;25.5;24.5;393.8;0.124852483
5;B;Equipment Use;FL;1994;Jun;1.08E+16;12;2764310019;2776510791;2723257576;2.69E+16;3099432892;3179856115;3.37E+16;3337842779;8106126482;8269921875;8235833333;8157545272;139.3;105.3;105.3;208.8;0.127513821
8;B;Equipment Use;FL;1994;Jun;9.99E+15;12;2764310019;2776510791;2723257576;2.69E+16;3099432892;3179856115;3.37E+16;3337842779;8106126482;8269921875;8235833333;8157545272;139.3;105.3;105.3;208.8;0.127416755
3200;F;Lightning;NV;1994;Jun;2531470117;15;2080530973;2208653846;2331290323;2311666667;3.14E+16;3019230769;3141935484;2.45;2518584071;2696153846;2816129032;3383333333;1.3;1.3;1.3;0;0.038540291
16613;G;Lightning;ID;2012;Jun;3.80E+16;9;2157001339;2227692308;2384047619;2377588235;3.24E+16;3.05E+16;3600595238;3827058824;5109742896;5342553191;4400595238;3790588235;18.2;17.2;0.5;0;0.042954364
8796;G;Lightning;WY;2012;Jun;5.10E+16;9;2241419271;2201102757;2229789474;2062654232;425202086;4254522613;4572105263;4050215208;3567405476;4148994975;4475789474;3378622669;17.5;15;6.4;2.6;0.365460854
8796;G;Lightning;WY;2012;Jun;5.10E+16;9;2241419271;2201102757;2229789474;2062654232;425202086;4254522613;4572105263;4050215208;3567405476;4148994975;4475789474;3378622669;17.5;15;6.4;2.6;0.129697296
181948;G;Lightning;ID;2012;Jun;3477680309;15;1538873435;1614289694;1717321429;1569916201;1.53E+16;1.59E+16;1857142857;1539385475;490210084;5135774648;4221428571;4062569832;18.2;10.8;0.3;3.3;0.0498622
7.2;B;Lightning;SC;2010;Jun;1000070988;16;2808422747;2886876356;3051675393;2787331407;2.47E+16;2550434783;2.59E+16;2052804642;7028169014;7207692308;6601570681;7722351798;152.3;130.4;1.3;252.7;0.12708433
1.65;B;Miscellaneous;OR;2009;Jun;8.15E+15;15;1947679755;2030011325;2037387387;2504575163;3.70E+16;3606228766;4347747748;4167102397;5943804182;6333408834;6238063063;5789760349;21.3;21.3;0;0;0.515973059
5;B;Lightning;WA;2009;Jun;7291663436;15;2413497268;2565901639;2631052632;2935454545;4240965517;4347933884;4249707602;2119008264;3298482759;3568870523;3726900585;3614876033;2.1;1.8;0;0.3;0.497587675
10;C;Miscellaneous;TX;2008;Jun;4517778595;12;2809634146;2843896714;2856504854;2715619835;2.05E+16;1926995305;1736893204;2329843893;667304878;6728403756;6764563107;7509201878;33.2;8.1;3;159.2;0.247722112
7831;G;Arson;ID;2008;Jun;718323551;4;2254787234;2335042735;2394339623;2444444444;2080748663;2.13E+16;1090566038;1266666667;4456149733;4337606838;5045283019;3877777778;8.1;8.1;8.1;0;0.040970133
3;B;Missing/Undefined;OK;2008;Jun;6.48E+16;16;2713920817;2801830239;2906494253;2569539267;2869565217;2669680851;2675722543;2320859539;6489130435;6134840426;5978612717;7.26E+15;58.5;14.2;0;23.1;0.256870853
1;B;Miscellaneous;CA;2008;Jun;4693533605;0;2720529494;2696107507;2583134921;2666496756;2.49E+16;2544485635;2295238095;23581557;4898374361;4843651529;4841468254;4742261353;0.8;0.8;0.8;0;0.48872253
29921;G;Lightning;MT;2007;Jun;4.74E+16;15;227218254;2431641026;2.32E+16;19.78;1.91E+16;1.75E+16;161160221;2105128205;4720560748;4808355091;5190055249;4397802198;13;13;8.9;4.9;0.075681838
48800;G;Lightning;NE;2006;Jun;8.06E+15;4;241275641;2643403694;2502888889;2370849673;3850577664;3.85E+16;3683333333;4338039216;4.77E+16;3912664908;4765555556;4834947644;23.3;9.1;9.1;2.8;0.170001292
10;C;Lightning;FL;2006;Jun;5039552864;12;2703737024;274372093;2748916256;2803795181;2.73E+16;2.70E+16;2.67E+16;2.77E+16;7332794457;7290465116;7299014778;6946144578;84.4;41.3;7.2;50.7;0.130262168
39;C;Lightning;UT;2006;Jun;1224997555;0;2496503667;2690125628;2737772021;2498909091;3214669927;3183417085;3218134715;3.26E+16;3184841076;262361809;3037823834;3618181818;17.7;4.3;4.3;0.8;0.389059693
4452;F;Lightning;NV;2006;Jun;5885344032;15;2415473146;2574036458;26778125;2365614035;2667774936;2503645833;2769270833;2.81E+16;3826470588;344375;3977604167;2988888889;23.6;3;2.5;0;0.046939338
3204;F;Lightning;SD;2006;Jun;2246342153;15;2650196078;280648855;2640707965;2369033048;4458627451;4819465649;4568141593;5068543452;3936935167;336743295;4098214286;4907779172;8.7;2.3;2.3;182.5;0.151100972
5178;G;Campfire;WA;2005;Jun;5914106351;15;1940702211;2126756757;2167241379;2489655172;2763849155;2712432432;2.68E+16;2407758621;4851502732;4100810811;3704597701;2943965517;32.6;6.1;6.1;0;0.127831741
6690;G;Lightning;AK;2005;Jun;696951177;0;1554980595;1516751269;1553030303;1515130435;2425614489;1.91E+16;2094949495;172573913;6936890646;7165535248;6872631579;7443291592;50.1;44.7;40.6;9.8;0.902891521
30170.7;G;Lightning;AK;2005;Jun;6763896837;0;1554980595;1516751269;1553030303;1515130435;2425614489;1.91E+16;2094949495;172573913;6936890646;7165535248;6872631579;7443291592;50.1;44.7;40.6;9.8;0.710465109
6690;G;Lightning;AK;2005;Jun;696951177;0;1554980595;1516751269;1553030303;1515130435;2425614489;1.91E+16;2094949495;172573913;6936890646;7165535248;6872631579;7443291592;50.1;44.7;40.6;9.8;0.713167284
14404.8;G;Lightning;AK;2005;Jun;5638645472;0;1554980595;1516751269;1553030303;1515130435;2425614489;1.91E+16;2094949495;172573913;6936890646;7165535248;6872631579;7443291592;50.1;44.7;40.6;9.8;0.715944095
116;D;Debris Burning;TX;2005;Jun;2395629925;12;2750847458;2685217391;2739303483;2743778802;1946892655;1.68E+16;1.41E+16;1409447005;7547537228;8022321429;7.86E+15;7485730858;154.7;124;38;36.9;0.25976062
5;B;Miscellaneous;TX;2002;Jun;5219241525;12;2698520179;2715127021;2894413408;2850059242;2559080717;2869053118;2990502793;3468246445;7686264442;7616486486;727752809;6983253012;73.1;38.8;0.5;20.9;0.24989205
6263;G;Lightning;ID;2001;Jun;6826955697;9;2297169811;215855615;2290697674;227755102;4.48E+16;451875;4801785714;5082474227;4806629834;4745901639;3907142857;3613402062;5.2;3.1;0;0;0.036263297
3005;F;Miscellaneous;OR;2001;Jun;445908481;4;2180372493;1954647887;2077245509;2347916667;366645469;3603726708;3.32E+16;4272093023;3623726115;3831987578;2961437908;1725581395;14.3;10.7;0;0;0.087290749
4059;F;Lightning;ID;2000;Jun;574846759;9;2.16E+16;2268181818;2353191489;23.95;4601744186;4.1;4410638298;34025;3917058824;3785057471;3229787234;3939240506;3.3;3;0;13.2;0.047955101
